NodeID,ParentID,x,y,z,thickness
3397,3306,-0.604775,1.5492,0.0996398,0.00489898
73,71,-0.686997,1.4567,0.00793814,0.00824621
223,205,-0.7362,1.48506,0.171126,0.008
6040,5910,-0.669684,1.5528,0.124829,0.0034641
550,495,-0.654361,1.49148,-0.0867538,0.00489898
472,424,-0.359523,1.61546,0.0695227,0.00894427
5405,5292,-0.312042,1.55893,0.0362917,0.004
1085,1022,-0.437976,1.58494,-0.000866575,0.0072111
5801,5684,-0.343815,1.51332,0.278817,0.002
10174,10079,-0.0959607,1.42864,0.512067,0.00282843
1758,1687,-0.547861,1.52248,-0.20269,0.006
14428,14288,-0.419704,1.52137,0.194623,0.002
14731,14430,-0.411219,1.51068,0.169538,0.002
665,609,-0.113973,1.66861,0.31333,0.0103923
15296,15139,-0.0135086,1.55269,0.363964,0.002
1197,1127,0.0060676,1.56794,0.150645,0.0034641
764,688,-0.405168,1.53033,0.372883,0.0069282
1622,1554,-0.440134,1.35888,0.389762,0.0052915
9201,9116,-0.285108,1.30861,0.474286,0.002
6113,5979,-0.341709,1.62263,-0.0890995,0.0034641
7880,7830,-0.701109,1.31875,0.0137132,0.004
19356,19355,-0.579016,1.3717,0.195379,0.002
18836,18702,-0.589682,1.36543,-0.152585,0.002
6489,6427,-0.28109,1.63276,0.237621,0.0034641
7256,7202,-0.216323,1.2996,-0.47496,0.002
1306,1234,-0.366077,1.66878,-0.328038,0.00774597
1815,1234,-0.366077,1.66878,-0.328038,0.00447214
15893,15764,-0.332084,1.62513,0.184034,0.002
6641,6558,-0.777759,1.38322,-0.357494,0.002
1318,1249,-0.176606,1.66738,0.346235,0.006
4554,4433,-0.150076,1.65447,0.359134,0.00489898
5147,5074,-0.208882,1.55901,0.436541,0.0034641
2722,2646,-0.32089,1.53885,0.256515,0.00282843
1775,1703,0.0649104,1.55844,-0.027728,0.0034641
9113,9013,-0.0464167,1.52694,-0.030089,0.00282843
4597,4520,-0.237196,1.54194,0.545162,0.00282843
2271,2211,0.0704043,1.61958,-0.0239911,0.00489898
15023,14873,0.183141,1.58475,-0.0733684,0.002
15607,15455,0.0151456,1.60838,0.0497292,0.00282843
938,864,-0.258256,1.64692,-0.376963,0.0114891
9200,9115,-0.290454,1.6152,-0.0540001,0.002
1540,1479,-0.420057,1.60649,-0.406045,0.00632456
1774,1702,-0.595616,1.46009,-0.40679,0.00565685
1947,1880,-0.573342,1.19041,-0.362415,0.0034641
1414,1355,-0.393883,1.52267,-0.565412,0.00663325
3279,3215,-0.390856,1.53902,-0.487698,0.004
14872,14733,-0.441178,1.58888,-0.132937,0.002
2226,2157,-0.292007,1.62272,0.0263622,0.006
8498,8425,-0.420597,1.58163,-0.0103308,0.00282843
5978,5862,-0.236161,1.26093,0.304584,0.002
1844,1776,-0.732612,1.48433,-0.13007,0.00282843
2156,2096,-0.473867,1.53188,-0.427833,0.004
5859,5746,-0.541887,1.4938,-0.395019,0.002
2764,2687,-0.2423,1.46089,-0.375129,0.0034641
1247,1182,-0.491743,1.56433,-0.211274,0.00489898
1305,1233,-0.549765,1.19107,-0.687806,0.0072111
1830,1759,-0.373317,1.00183,-0.702015,0.00489898
9705,9574,-0.252656,1.29532,-0.503807,0.00282843
1387,1319,-0.588181,1.43907,-0.333438,0.00632456
1879,1794,-0.593013,1.42371,-0.308829,0.00282843
4184,4099,-0.830858,1.21157,-0.258446,0.00282843
4321,4257,-0.853888,1.08326,-0.540451,0.0034641
14427,14287,-0.544314,1.40961,-0.520436,0.002
1573,1509,-0.099404,1.51141,-0.00255204,0.006
2981,2916,0.219972,1.07733,-0.0687244,0.0034641
9012,8919,0.150004,1.08102,-0.00591009,0.0034641
10464,10358,0.105564,1.11921,-0.2135,0.002
1275,1208,-0.170174,1.56833,0.00217772,0.0034641
21135,20975,-0.291663,1.44763,0.254932,0.002
5858,5745,-0.0351848,1.47961,-0.0783782,0.00282843
1341,1276,-0.281682,1.53451,-0.283355,0.00565685
5977,5861,-0.313903,1.49354,-0.354226,0.002
2574,2504,-0.201143,1.48662,-0.320717,0.00447214
1662,1592,-0.787369,1.46899,-0.12139,0.00282843
2721,2645,-0.783081,1.45825,-0.179903,0.00447214
20316,20130,-0.768435,1.42033,-0.208208,0.002
14143,14015,-0.642232,1.35319,-0.44632,0.002
1304,1232,-0.525669,1.2953,-0.684178,0.0052915
14575,14429,-0.679152,1.14852,-0.573816,0.00282843
4042,3968,-0.658978,1.37115,-0.43622,0.00489898
5404,5291,-0.535664,1.34488,-0.548321,0.00282843
9011,8918,-0.599506,1.28807,-0.547871,0.002
6184,6041,-0.591071,1.31677,-0.113615,0.004
1287,1221,-0.295307,1.43593,-0.773007,0.0069282
6039,5909,-0.516132,1.45222,-0.164884,0.002
2887,2818,0.275072,1.42805,-0.0964372,0.00489898
12762,12647,0.256283,1.37135,-0.0170414,0.002
11300,11197,0.13536,1.35056,0.0920585,0.00282843
13135,13028,0.202129,1.44605,-0.0340702,0.00282843
2644,2575,0.2268,1.41983,-0.622998,0.00447214
8690,2575,0.2268,1.41983,-0.622998,0.00282843
16382,16257,-0.320959,1.61227,-0.193422,0.002
16063,15895,-0.71336,1.40447,-0.482022,0.002
687,618,-0.0345383,1.39249,-0.869567,0.008
899,831,0.0068452,1.19509,-0.945272,0.00748332
2436,2361,0.149708,1.27363,-0.774497,0.0069282
5146,2361,0.149708,1.27363,-0.774497,0.00282843
3185,3138,0.074494,1.34062,-0.76767,0.004
20315,20129,0.0967023,1.31996,-0.765561,0.002
6488,6426,-0.147422,1.4961,-0.212249,0.004
20730,20535,-0.185128,1.52534,-0.443989,0.002
1539,1478,-0.255411,1.23336,-0.953645,0.002
3787,3716,-0.205782,1.21053,-0.975414,0.004
2668,2602,-0.161795,1.17749,-1.03133,0.0034641
6373,6289,-0.414642,1.17771,-0.831129,0.00282843
1125,1060,0.32164,1.38569,-0.581505,0.0087178
1401,1334,0.369202,1.08092,-0.391132,0.00663325
13027,12904,0.312235,1.11876,-0.359889,0.00282843
1590,1525,0.0260721,1.38705,-0.760565,0.00447214
1859,1793,0.0478648,1.40079,-0.719144,0.00282843
12902,1793,0.0478648,1.40079,-0.719144,0.00282843
2843,2766,0.196503,1.23535,-0.848862,0.0034641
3278,3214,0.149061,1.13708,-0.904831,0.0034641
3714,3657,0.0653491,0.949319,-0.860067,0.002
4183,4098,0.383179,1.14996,-0.742802,0.00489898
4256,4185,0.169042,1.21089,-0.862783,0.0034641
12761,12519,0.136682,1.20428,-0.855136,0.002
6904,6846,0.279684,1.33472,-0.734544,0.00282843
1400,1333,0.137669,1.40255,-0.275016,0.0052915
5403,5290,0.198996,1.28926,-0.225894,0.004
3156,3116,0.302241,1.3678,-0.547329,0.00447214
2573,2503,0.00320408,1.48105,-0.528791,0.002
3824,3715,0.0213266,1.46979,-0.540899,0.004
2338,2272,-0.18602,1.44661,-0.649837,0.00447214
1207,1139,-0.83903,1.03013,-0.675897,0.0034641
1642,1575,-0.715077,1.08144,-0.706205,0.004
2842,2765,-0.78898,0.971756,-0.764849,0.00565685
5976,5860,-0.616748,1.23701,-0.236539,0.002
1021,950,-0.351065,1.44908,-0.674283,0.00848528
8361,8282,-0.361911,1.42298,-0.584542,0.00282843
2253,2180,-0.212294,1.30067,-0.809403,0.004
6844,6761,-0.539208,1.31263,-0.701898,0.002
9299,9202,-0.0712085,1.33348,-0.504963,0.002
1180,1109,-0.446272,1.44067,-0.4112,0.0034641
21133,20974,-0.327702,1.42872,-0.644618,0.002
14871,14732,-0.292346,1.26167,-0.881427,0.002
1413,1354,-0.740413,1.24912,-0.539442,0.00447214
2817,2723,-0.744747,1.23089,-0.560513,0.0034641
4553,4477,-0.773815,1.14136,-0.684586,0.00282843
1101,1032,-0.844153,1.06058,-0.195868,0.00282843
1553,1494,-0.807813,0.82753,0.0150244,0.00774597
13603,13486,-0.810188,0.881009,-0.0290699,0.0034641
1196,1126,-0.585335,1.10995,-0.454552,0.0034641
1458,1126,-0.585335,1.10995,-0.454552,0.002
2435,2339,-0.606123,1.09742,-0.467461,0.0034641
1538,1477,-0.670845,0.892965,-0.759854,0.0034641
1966,1903,-0.49286,1.00951,-0.637338,0.004
1686,1623,-0.72612,1.16234,-0.0227343,0.00282843
1773,1701,-0.610828,1.32544,-0.423298,0.006
2455,2387,-0.907818,0.898332,-0.386221,0.0052915
1246,1181,0.207179,1.34116,-0.86504,0.00632456
1353,1288,0.291511,1.19098,-0.919326,0.00663325
1661,1591,0.399476,1.18135,-0.767122,0.00489898
10463,10357,0.39373,1.36864,-0.646422,0.002
1317,1248,-0.0914496,1.23943,-0.838399,0.006
1814,1741,-0.215814,0.992436,-0.776258,0.004
2480,2407,-0.0988384,1.08399,-0.780603,0.004
1508,1445,-0.143488,1.16941,-0.909569,0.0052915
9199,9114,-0.169331,0.952618,-0.981845,0.002
3043,2995,0.0933524,1.5174,-0.286661,0.00447214
13026,12903,0.241695,1.49911,-0.395524,0.002
9503,9390,0.336594,1.43033,-0.497997,0.00282843
4286,4224,0.120959,1.3578,-0.782065,0.00282843
5199,4224,0.120959,1.3578,-0.782065,0.00565685
9957,9852,0.648114,1.36721,-0.210806,0.00282843
61,60,-0.738319,1.54034,0.168752,0.0154919
81,77,-0.713654,1.55729,0.159745,0.0134164
92,88,-0.736629,1.53296,0.129688,0.00824621
298,245,-0.724163,1.51801,0.116408,0.00748332
1138,245,-0.724163,1.51801,0.116408,0.00447214
1660,1574,-0.726073,1.54609,0.156283,0.00282843
98,94,-0.585671,1.5934,0.109029,0.004
3020,2947,-0.635922,1.55773,0.0619406,0.004
3466,3397,-0.600366,1.57884,0.0982228,0.00489898
74,73,-0.703182,1.46317,-0.0164772,0.00824621
248,223,-0.758907,1.50102,0.182508,0.008
6183,6040,-0.683303,1.57935,0.121749,0.0034641
608,550,-0.665077,1.51166,-0.106191,0.00489898
527,472,-0.352556,1.64461,0.0681976,0.00894427
5491,5405,-0.286391,1.57377,0.0316066,0.004
1152,1085,-0.449301,1.60205,-0.0227526,0.0034641
3248,1085,-0.449301,1.60205,-0.0227526,0.00632456
5908,5801,-0.336538,1.53728,0.295342,0.002
10269,10174,-0.0892074,1.45073,0.531206,0.00282843
1829,1758,-0.54162,1.55176,-0.204631,0.006
14574,14428,-0.424872,1.55085,0.196766,0.002
14870,14731,-0.403509,1.53038,0.148271,0.002
740,665,-0.1098,1.69619,0.32437,0.0103923
15454,15296,0.00563126,1.56591,0.382911,0.002
1267,1197,0.0272286,1.58117,0.133991,0.0034641
846,764,-0.424782,1.55141,0.381299,0.0069282
1685,1622,-0.464204,1.36321,0.407137,0.0052915
9298,9201,-0.282904,1.30831,0.504204,0.002
6229,6113,-0.344334,1.65204,-0.0943994,0.0034641
7946,7880,-0.724833,1.33711,0.013484,0.004
19499,19356,-0.591298,1.39477,0.210112,0.002
18837,18836,-0.603239,1.38693,-0.168518,0.002
6557,6489,-0.289263,1.66152,0.240102,0.0034641
7319,7256,-0.217529,1.31212,-0.502195,0.002
1368,1306,-0.375827,1.69629,-0.334958,0.00774597
1902,1815,-0.395754,1.67304,-0.32909,0.00447214
16062,15893,-0.325241,1.6531,0.192474,0.002
6693,6641,-0.800864,1.40104,-0.36447,0.002
1386,1318,-0.177205,1.69733,0.344738,0.006
4644,4554,-0.127464,1.67323,0.3652,0.00489898
5243,5147,-0.221969,1.56734,0.46222,0.0034641
2788,2722,-0.346512,1.5536,0.251435,0.00282843
1843,1775,0.0730656,1.58139,-0.0452473,0.0034641
9198,9113,-0.0618598,1.54344,-0.0498198,0.00282843
4670,4597,-0.246037,1.56131,0.566294,0.00282843
2360,2271,0.0781073,1.64793,-0.0300707,0.00489898
15138,15023,0.184342,1.61272,-0.0841375,0.002
15763,15607,0.0110072,1.63733,0.0564138,0.00282843
1011,938,-0.25417,1.6735,-0.390261,0.0114891
9297,9200,-0.280465,1.64302,-0.0488794,0.002
1608,1540,-0.427142,1.6344,-0.414452,0.00632456
1842,1774,-0.616617,1.4812,-0.403148,0.00565685
2021,1947,-0.596008,1.17083,-0.364111,0.0034641
1493,1414,-0.401113,1.54695,-0.581478,0.004
2020,1414,-0.401113,1.54695,-0.581478,0.0052915
3322,3279,-0.397214,1.56777,-0.481939,0.004
15022,14872,-0.445658,1.61686,-0.123098,0.002
2317,2226,-0.296156,1.65087,0.0358571,0.006
8688,8498,-0.435684,1.60748,-0.0123274,0.00282843
6112,5978,-0.221748,1.27944,0.323281,0.002
1922,1844,-0.73954,1.51228,-0.121675,0.00282843
2225,2156,-0.481121,1.55261,-0.448265,0.004
5975,5859,-0.568458,1.50542,-0.402687,0.002
2841,2764,-0.223753,1.47848,-0.390831,0.0034641
1316,1247,-0.487616,1.59404,-0.211835,0.00489898
1367,1305,-0.556076,1.20376,-0.714243,0.0072111
1901,1830,-0.361987,1.00596,-0.729485,0.00489898
9782,9705,-0.243806,1.32318,-0.51058,0.00282843
1457,1387,-0.599152,1.46696,-0.332273,0.00632456
1946,1879,-0.608054,1.43795,-0.287121,0.00282843
4255,4184,-0.858372,1.22008,-0.250035,0.00282843
4405,4321,-0.868198,1.09805,-0.56228,0.00282843
18307,4321,-0.868198,1.09805,-0.56228,0.002
14573,14427,-0.54478,1.43371,-0.538302,0.002
1641,1573,-0.0866958,1.53858,-0.00310739,0.006
3042,2981,0.242291,1.0973,-0.0669375,0.0034641
9112,9012,0.152004,1.10496,0.0120585,0.0034641
10575,10464,0.118013,1.14094,-0.230013,0.002
1345,1275,-0.155375,1.59372,0.00820499,0.0034641
21136,21135,-0.284075,1.46679,0.276738,0.002
5974,5858,-0.0315692,1.50847,-0.085726,0.00282843
1412,1341,-0.278892,1.56403,-0.287931,0.00565685
6111,5977,-0.319961,1.51207,-0.377027,0.002
2643,2574,-0.181622,1.50768,-0.329379,0.00447214
1723,1662,-0.799753,1.49578,-0.116013,0.00282843
2787,2721,-0.798032,1.48022,-0.193822,0.00447214
20317,20316,-0.771298,1.42413,-0.237829,0.002
14286,14143,-0.641362,1.37062,-0.470728,0.002
1366,1304,-0.52631,1.32032,-0.700727,0.0052915
14730,14575,-0.708579,1.14836,-0.579647,0.00282843
4097,4042,-0.67384,1.39603,-0.443974,0.00489898
5490,5404,-0.536561,1.36727,-0.568269,0.00282843
9111,9011,-0.620516,1.29035,-0.569164,0.002
6288,6184,-0.597134,1.34082,-0.0967458,0.004
1352,1287,-0.295626,1.45376,-0.797133,0.0069282
6182,6039,-0.522883,1.4806,-0.157893,0.002
2980,2887,0.293493,1.45143,-0.100189,0.004
6487,2887,0.293493,1.45143,-0.100189,0.00282843
12901,12762,0.276769,1.37224,0.00485654,0.002
11401,11300,0.139816,1.37172,0.112845,0.00282843
13272,13135,0.207062,1.47307,-0.0220196,0.00282843
2720,2644,0.23818,1.44743,-0.620051,0.00447214
8835,8690,0.210269,1.44186,-0.611105,0.00282843
16540,16382,-0.320007,1.64159,-0.199707,0.002
16256,16063,-0.721948,1.42826,-0.498159,0.002
763,687,-0.0289845,1.4056,-0.895972,0.008
973,899,0.0143527,1.19544,-0.974315,0.00748332
2502,2436,0.173143,1.28582,-0.788714,0.0069282
5289,5146,0.16998,1.25157,-0.77611,0.00282843
3247,3185,0.0736208,1.36936,-0.776223,0.0034641
20729,3185,0.0736208,1.36936,-0.776223,0.002
20533,20315,0.123029,1.32837,-0.777228,0.002
6556,6488,-0.140311,1.52065,-0.196547,0.004
20731,20730,-0.187741,1.5547,-0.449599,0.002
1607,1539,-0.263294,1.26215,-0.956664,0.002
3869,3787,-0.189478,1.23086,-0.990278,0.004
2744,2668,-0.164305,1.20134,-1.04935,0.0034641
6486,6373,-0.435333,1.19943,-0.831592,0.00282843
1195,1125,0.336438,1.41174,-0.579945,0.0087178
1476,1401,0.388836,1.08822,-0.369655,0.00663325
13134,13027,0.319627,1.12897,-0.332667,0.00282843
1659,1590,0.0184178,1.41055,-0.777569,0.00282843
4356,1590,0.0184178,1.41055,-0.777569,0.0034641
1930,1859,0.0536959,1.42984,-0.714467,0.00282843
13133,12902,0.075111,1.41057,-0.727016,0.00282843
2915,2843,0.205881,1.26062,-0.862032,0.0034641
3321,3278,0.149466,1.13032,-0.934057,0.0034641
3786,3714,0.0543194,0.938657,-0.885848,0.002
4254,4183,0.404999,1.16728,-0.753933,0.00489898
4320,4256,0.177634,1.23386,-0.880069,0.0034641
12900,12761,0.114041,1.22125,-0.865093,0.002
6956,6904,0.293013,1.36017,-0.743167,0.00282843
1475,1400,0.148038,1.42718,-0.261392,0.0052915
5489,5403,0.215086,1.30608,-0.206965,0.0034641
19652,5403,0.215086,1.30608,-0.206965,0.002
3213,3156,0.318299,1.39271,-0.551963,0.00447214
2642,2573,-0.00101829,1.51061,-0.531654,0.002
3893,3824,0.0378462,1.48909,-0.556852,0.004
2406,2338,-0.185326,1.4766,-0.650022,0.004
7945,2338,-0.185326,1.4766,-0.650022,0.002
1274,1207,-0.864094,1.03519,-0.691587,0.0034641
1700,1642,-0.706889,1.10422,-0.723929,0.004
2914,2842,-0.807847,0.984055,-0.784668,0.00565685
6110,5976,-0.627272,1.25709,-0.216885,0.002
1100,1021,-0.3604,1.47435,-0.687474,0.00824621
20728,1021,-0.3604,1.47435,-0.687474,0.002
8424,8361,-0.373195,1.4451,-0.567707,0.00282843
2337,2253,-0.200602,1.31831,-0.830666,0.004
6902,6844,-0.563643,1.32629,-0.712674,0.002
9389,9299,-0.0502571,1.35469,-0.501614,0.002
1245,1180,-0.458773,1.46681,-0.403429,0.0034641
21134,21133,-0.329264,1.45707,-0.65429,0.002
15021,14871,-0.297808,1.29039,-0.888153,0.002
1492,1413,-0.756419,1.27411,-0.535022,0.00447214
2886,2817,-0.76699,1.23801,-0.579341,0.0034641
4643,4553,-0.790639,1.15964,-0.701401,0.00282843
1163,1101,-0.85813,1.08603,-0.20342,0.00282843
1621,1553,-0.816656,0.8421,0.0397128,0.00774597
13748,13603,-0.824511,0.903365,-0.0151048,0.0034641
1266,1196,-0.57472,1.13472,-0.467739,0.0034641
1552,1458,-0.599972,1.13583,-0.450524,0.002
2501,2435,-0.622278,1.11365,-0.486838,0.0034641
1606,1538,-0.677392,0.918581,-0.774031,0.0034641
2039,1966,-0.48951,1.03895,-0.642053,0.004
1757,1686,-0.745484,1.18409,-0.0155244,0.00282843
1841,1773,-0.626078,1.35086,-0.427895,0.0052915
2270,1773,-0.626078,1.35086,-0.427895,0.00282843
2526,2455,-0.936866,0.905606,-0.388037,0.0052915
1315,1246,0.213651,1.36371,-0.883745,0.00632456
1429,1353,0.313126,1.20202,-0.936959,0.00663325
1722,1661,0.42879,1.18632,-0.77112,0.00489898
10574,10463,0.393164,1.39815,-0.651806,0.002
1385,1317,-0.101908,1.26098,-0.85646,0.006
1878,1814,-0.242239,0.998945,-0.788881,0.0034641
8168,1814,-0.242239,0.998945,-0.788881,0.002
2548,2480,-0.0994276,1.11153,-0.792472,0.004
1572,1508,-0.153606,1.19427,-0.922968,0.0052915
9296,9199,-0.1734,0.955362,-1.01144,0.002
3115,3043,0.0918033,1.54732,-0.28526,0.00447214
13132,13026,0.249106,1.52816,-0.394607,0.002
9573,9503,0.346875,1.45647,-0.508542,0.00282843
4355,4286,0.123799,1.38649,-0.790369,0.00282843
5348,5199,0.10063,1.37793,-0.791083,0.00565685
10078,9957,0.663967,1.39226,-0.206169,0.00282843
62,61,-0.765125,1.5538,0.169009,0.0145602
1524,61,-0.765125,1.5538,0.169009,0.0052915
85,81,-0.717385,1.58553,0.150343,0.0134164
95,92,-0.760591,1.54023,0.113168,0.00824621
359,298,-0.73607,1.51578,0.0889628,0.00748332
1220,1138,-0.705113,1.49722,0.106165,0.00447214
1740,1660,-0.739044,1.57034,0.168273,0.00282843
103,98,-0.578954,1.622,0.102938,0.004
3114,3020,-0.642547,1.58,0.0429677,0.004
3527,3466,-0.595838,1.60846,0.0997539,0.00489898
76,74,-0.716754,1.46837,-0.0427233,0.00748332
244,74,-0.716754,1.46837,-0.0427233,0.0034641
297,248,-0.781893,1.51976,0.187028,0.0072111
9295,248,-0.781893,1.51976,0.187028,0.0034641
6287,6183,-0.699955,1.60426,0.120365,0.0034641
676,608,-0.674938,1.53532,-0.121772,0.00489898
582,527,-0.344499,1.67342,0.0704327,0.00663325
1059,527,-0.344499,1.67342,0.0704327,0.006
5627,5491,-0.26162,1.59006,0.0270325,0.004
1219,1152,-0.461617,1.62062,-0.0428405,0.0034641
3320,3248,-0.446959,1.63157,-0.0275648,0.00632456
6038,5908,-0.331233,1.56194,0.311571,0.002
10356,10269,-0.0821769,1.4728,0.550271,0.00282843
1900,1829,-0.535677,1.5811,-0.206621,0.006
14729,14574,-0.431099,1.58007,0.199476,0.002
15020,14870,-0.395875,1.54686,0.12439,0.002
830,740,-0.102357,1.72104,0.339433,0.0103923
15606,15454,0.0231833,1.57939,0.403162,0.002
1332,1267,0.0464331,1.59868,0.119007,0.0034641
919,846,-0.443954,1.57306,0.389264,0.0069282
1772,1685,-0.485472,1.36897,0.427496,0.0052915
9388,9298,-0.281337,1.30964,0.534133,0.002
6372,6229,-0.353548,1.68001,-0.100126,0.0034641
8064,7946,-0.747667,1.35598,0.00871138,0.0034641
19971,7946,-0.747667,1.35598,0.00871138,0.002
19651,19499,-0.604208,1.41721,0.225258,0.002
19001,18837,-0.614339,1.41089,-0.182755,0.002
6692,6557,-0.294798,1.68966,0.248913,0.00282843
12413,6557,-0.294798,1.68966,0.248913,0.002
7388,7319,-0.218528,1.32781,-0.527744,0.002
1444,1368,-0.380942,1.72522,-0.34105,0.00774597
1965,1902,-0.424887,1.67857,-0.333635,0.00447214
16255,16062,-0.318703,1.68104,0.201204,0.002
6843,6693,-0.82393,1.41935,-0.37019,0.002
1456,1386,-0.178265,1.72731,0.344089,0.006
4716,4644,-0.106828,1.69435,0.370524,0.00489898
5347,5243,-0.230495,1.57764,0.489075,0.0034641
2870,2788,-0.371577,1.56929,0.246371,0.00282843
1921,1843,0.0853994,1.60432,-0.0601451,0.0034641
9294,9198,-0.0768122,1.561,-0.0690083,0.00282843
4755,4670,-0.257186,1.58105,0.585947,0.00282843
2454,2360,0.0888379,1.67515,-0.0366975,0.00489898
15295,15138,0.186011,1.64072,-0.0947752,0.002
15892,15763,0.00750988,1.667,0.0591917,0.00282843
1084,1011,-0.250254,1.70042,-0.402904,0.0114891
9387,9297,-0.26609,1.66925,-0.0465642,0.002
1684,1608,-0.431037,1.66272,-0.423551,0.00632456
1920,1842,-0.636618,1.50344,-0.405465,0.00565685
2095,2021,-0.617373,1.14977,-0.364698,0.0034641
1571,1493,-0.406998,1.57173,-0.597337,0.004
2118,2020,-0.398326,1.54555,-0.611315,0.0052915
3396,3322,-0.403199,1.59664,-0.476414,0.004
15137,15022,-0.449113,1.64349,-0.109712,0.002
2405,2317,-0.299268,1.67927,0.0450033,0.006
8767,8688,-0.448968,1.63422,-0.00938032,0.00282843
6228,6112,-0.208395,1.29928,0.3414,0.002
1987,1922,-0.74275,1.54108,-0.113912,0.00282843
2316,2225,-0.488232,1.57627,-0.465278,0.004
6109,5975,-0.596456,1.51457,-0.40838,0.002
2913,2841,-0.205813,1.4971,-0.406049,0.0034641
1399,1316,-0.479092,1.6228,-0.211313,0.00489898
1443,1367,-0.562423,1.21702,-0.740395,0.0072111
1964,1901,-0.354139,1.01008,-0.758145,0.00489898
9851,9782,-0.233399,1.35084,-0.515739,0.00282843
1537,1457,-0.604749,1.49625,-0.328919,0.006
3319,1457,-0.604749,1.49625,-0.328919,0.002
2019,1946,-0.622703,1.45277,-0.265544,0.00282843
4319,4255,-0.885958,1.22866,-0.241956,0.00282843
4476,4405,-0.880516,1.11434,-0.584254,0.002
5626,4405,-0.880516,1.11434,-0.584254,0.002
18518,18307,-0.879658,1.08361,-0.585947,0.002
14728,14573,-0.544669,1.45749,-0.55659,0.002
1721,1641,-0.0741996,1.56578,-0.0051809,0.006
3137,3042,0.261475,1.12036,-0.0673377,0.0034641
9197,9112,0.153498,1.12935,0.0294499,0.0034641
10687,10575,0.13429,1.15669,-0.249685,0.002
1428,1345,-0.140357,1.61917,0.0133918,0.0034641
6108,5974,-0.0330289,1.53703,-0.0947867,0.00282843
1491,1412,-0.273808,1.59322,-0.292598,0.00565685
6227,6111,-0.325272,1.53099,-0.399694,0.002
2719,2643,-0.162697,1.52965,-0.337085,0.00447214
1813,1723,-0.811203,1.52306,-0.111049,0.00282843
2869,2787,-0.813037,1.50326,-0.205831,0.00447214
20532,20317,-0.770102,1.43107,-0.266988,0.002
14426,14286,-0.642276,1.39009,-0.493526,0.002
1442,1366,-0.526962,1.34525,-0.717391,0.0052915
14869,14730,-0.737733,1.14936,-0.586652,0.00282843
4182,4097,-0.687567,1.42163,-0.4515,0.00489898
5625,5490,-0.537271,1.38991,-0.587934,0.00282843
9196,9111,-0.638766,1.2975,-0.591876,0.002
6425,6288,-0.60432,1.36663,-0.0832449,0.004
1427,1352,-0.293974,1.47278,-0.820272,0.0069282
6286,6182,-0.526603,1.51025,-0.155243,0.002
3041,2980,0.312737,1.47409,-0.104213,0.004
6691,6487,0.306927,1.46079,-0.0750493,0.00282843
13025,12901,0.299749,1.38163,0.0216992,0.002
11546,11401,0.145111,1.39164,0.134648,0.00282843
13405,13272,0.219201,1.49772,-0.00997439,0.00282843
2786,2720,0.250897,1.47452,-0.617896,0.00447214
8917,8835,0.193455,1.46488,-0.601759,0.00282843
16685,16540,-0.319038,1.67086,-0.206209,0.002
16381,16256,-0.728003,1.44999,-0.517932,0.002
845,763,-0.0233517,1.4186,-0.922418,0.008
1044,973,0.0205366,1.198,-1.00356,0.0072111
13024,973,0.0205366,1.198,-1.00356,0.002
2572,2502,0.193274,1.3028,-0.803082,0.0069282
5402,5289,0.189805,1.2297,-0.781461,0.00282843
3305,3247,0.0740082,1.39932,-0.777619,0.0034641
20973,20729,0.0979047,1.38382,-0.786282,0.002
20534,20533,0.148637,1.33896,-0.788718,0.002
6690,6556,-0.133402,1.54565,-0.181466,0.004
20972,20731,-0.190133,1.5838,-0.45649,0.002
1683,1607,-0.269269,1.29124,-0.960933,0.002
3929,3869,-0.174973,1.25093,-1.00721,0.004
2816,2744,-0.16525,1.22719,-1.06454,0.0034641
6640,6486,-0.457037,1.22008,-0.833144,0.00282843
1265,1195,0.352332,1.43699,-0.576802,0.0087178
1551,1476,0.409518,1.09554,-0.349194,0.00663325
13271,13134,0.329786,1.14291,-0.308122,0.00282843
1739,1659,0.0118639,1.43521,-0.793344,0.00282843
4475,4356,-0.00633485,1.42575,-0.770059,0.0034641
2009,1930,0.0621815,1.45842,-0.711083,0.00282843
13270,13133,0.100969,1.42231,-0.736691,0.00282843
2994,2915,0.214918,1.28648,-0.874264,0.0034641
3395,3321,0.149929,1.12557,-0.963675,0.0034641
3868,3786,0.0405343,0.931155,-0.911415,0.002
4318,4254,0.424832,1.18654,-0.765582,0.00489898
4404,4320,0.186214,1.25844,-0.894969,0.0034641
13023,12900,0.093398,1.24013,-0.87593,0.002
7025,6956,0.306562,1.38534,-0.752291,0.00282843
1550,1475,0.158427,1.452,-0.248111,0.0052915
5624,5489,0.229575,1.32579,-0.189595,0.0034641
19970,19652,0.20923,1.31648,-0.179441,0.002
3277,3213,0.331468,1.41901,-0.557891,0.00447214
2718,2642,-0.00471315,1.54028,-0.534124,0.002
3967,3893,0.0532019,1.51026,-0.571557,0.004
2479,2406,-0.184708,1.50658,-0.649167,0.004
8167,7945,-0.160837,1.49389,-0.648817,0.002
1351,1274,-0.890092,1.0394,-0.705953,0.0034641
1792,1700,-0.699275,1.12441,-0.744772,0.004
2993,2914,-0.829408,1.00015,-0.797941,0.00565685
6226,6110,-0.637419,1.27696,-0.196829,0.002
1179,1100,-0.365125,1.50138,-0.699613,0.00824621
